Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549
1927972279,2016-05-04,1786,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,87,1353,2338
2022484408,2016-05-04,11768,8.28999996185303,8.28999996185303,0.0,2.50999999046326,0.930000007152557,4.84999990463257,0.0,36,27,272,1105,2649
2026352035,2016-05-04,6564,4.07000017166138,4.07000017166138,0.0,0.0,0.0,4.07000017166138,0.0,0,0,345,530,1658
2320127002,2016-05-04,1201,0.810000002384186,0.810000002384186,0.0,0.0,0.0,0.810000002384186,0.0,0,0,52,1388,1426
2873212765,2016-05-04,8278,5.55999994277954,5.55999994277954,0.0,0.0,0.0,5.55999994277954,0.0,0,0,420,1020,2015
3977333714,2016-05-04,13559,9.4399995803833,9.4399995803833,0.0,1.80999994277954,4.57999992370605,2.89000010490417,0.0,14,96,142,852,1628
4020332650,2016-05-04,10252,7.34999990463257,7.34999990463257,0.0,0.670000016689301,1.03999996185303,5.57999992370605,0.0,13,46,346,531,3879
4319703577,2016-05-04,10429,7.01999998092651,7.01999998092651,0.0,0.589999973773956,0.579999983310699,5.84999990463257,0.0,8,13,313,1106,2282
4388161847,2016-05-04,12375,9.52000045776367,9.52000045776367,0.0,2.78999996185303,0.930000007152557,5.80000019073486,0.0,35,21,251,632,3162
4445114986,2016-05-04,2923,1.96000003814697,1.96000003814697,0.0,0.0,0.0,1.96000003814697,0.0,0,0,180,897,2070
4558609924,2016-05-04,5232,3.46000003814697,3.46000003814697,0.0,0.0,0.0,3.46000003814697,0.0,0,0,252,1188,1842
4702921684,2016-05-04,8161,6.61999988555908,6.61999988555908,0.0,0.340000003576279,0.730000019073486,5.53999996185303,0.0,4,15,251,757,3004
5553957443,2016-05-04,4249,2.76999998092651,2.76999998092651,0.0,0.0,0.0,2.76999998092651,0.0,0,0,224,651,1698
5577150313,2016-05-04,5206,3.89000010490417,3.89000010490417,0.0,1.55999994277954,0.25,2.07999992370605,0.0,25,9,141,631,2755
6117666160,2016-05-04,2997,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0,0,156,1279,1902
6290855005,2016-05-04,5832,4.40999984741211,4.40999984741211,0.0,0.0,0.0,4.40000009536743,0.0099999997764825,0,0,272,1168,2718
6775888955,2016-05-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1841
6962181067,2016-05-04,10147,6.71000003814697,6.71000003814697,0.0,0.469999998807907,1.67999994754791,4.55000019073486,0.0,15,36,284,683,2086
7007744171,2016-05-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1557
7086361926,2016-05-04,10988,8.3100004196167,8.3100004196167,0.0,5.28000020980835,0.119999997317791,2.90000009536743,0.0,45,12,135,843,2655
8053475328,2016-05-04,14581,11.1499996185303,11.1499996185303,0.0,8.81999969482422,0.400000005960464,1.9099999666214,0.0,89,8,123,1220,2918
8378563200,2016-05-04,7875,6.23999977111816,6.23999977111816,0.0,1.55999994277954,0.490000009536743,4.19999980926514,0.0,19,10,167,680,3110
8583815059,2016-05-04,3588,2.79999995231628,2.79999995231628,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2516
8792009665,2016-05-04,2283,1.46000003814697,1.46000003814697,0.0,0.0,0.0,1.46000003814697,0.0,0,0,129,848,2067
8877689391,2016-05-04,18193,16.2999992370605,16.2999992370605,0.0,10.4200000762939,0.310000002384186,5.53000020980835,0.0,66,8,212,1154,3477
