Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763
1927972279,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
2022484408,2016-04-30,18387,12.9099998474121,12.9099998474121,0.0,0.939999997615814,1.39999997615814,10.5699996948242,0.0,13,23,361,1043,2732
2026352035,2016-04-30,4729,2.9300000667572,2.9300000667572,0.0,0.0,0.0,2.9300000667572,0.0,0,0,233,594,1506
2320127002,2016-04-30,4571,3.07999992370605,3.07999992370605,0.0,0.0,0.0,3.0699999332428,0.0,0,0,234,1206,1779
2873212765,2016-04-30,8452,5.67999982833862,5.67999982833862,0.0,0.330000013113022,1.08000004291534,4.26000022888184,0.0099999997764825,5,20,248,1167,1830
3372868164,2016-04-30,5250,3.57999992370605,3.57999992370605,0.0,1.05999994277954,0.0900000035762787,2.42000007629395,0.0099999997764825,17,4,300,1119,1946
3977333714,2016-04-30,13238,9.19999980926514,9.19999980926514,0.0,3.69000005722046,2.09999990463257,3.41000008583069,0.0,43,52,194,687,1650
4020332650,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4319703577,2016-04-30,8221,5.51999998092651,5.51999998092651,0.0,0.400000005960464,1.61000001430511,3.50999999046326,0.0,6,38,196,695,2092
4388161847,2016-04-30,12533,9.64000034332275,9.64000034332275,0.0,0.699999988079071,2.0,6.94000005722046,0.0,14,43,300,537,3283
4445114986,2016-04-30,6222,4.17999982833862,4.17999982833862,0.0,0.0,0.0,4.17999982833862,0.0,0,0,290,797,2363
4558609924,2016-04-30,10319,6.82000017166138,6.82000017166138,0.0,0.469999998807907,1.88999998569489,4.46000003814697,0.0,7,29,293,1111,2105
4702921684,2016-04-30,10144,8.22999954223633,8.22999954223633,0.0,0.319999992847443,2.02999997138977,5.88000011444092,0.0,4,36,263,728,3115
5553957443,2016-04-30,1202,0.779999971389771,0.779999971389771,0.0,0.0,0.0,0.779999971389771,0.0,0,0,84,506,1463
5577150313,2016-04-30,12363,9.23999977111816,9.23999977111816,0.0,5.82999992370605,0.790000021457672,2.60999989509583,0.0,207,45,163,621,4501
6117666160,2016-04-30,6987,5.28000020980835,5.28000020980835,0.0,0.0,0.0,5.28000020980835,0.0,0,0,343,1040,2275
6290855005,2016-04-30,6744,5.09999990463257,5.09999990463257,0.0,0.0,0.0,5.09000015258789,0.0099999997764825,0,0,324,1116,2843
6775888955,2016-04-30,2503,1.78999996185303,1.78999996185303,0.0,0.159999996423721,0.159999996423721,1.48000001907349,0.0,3,9,84,1344,2280
6962181067,2016-04-30,10081,6.65999984741211,6.65999984741211,0.0,2.24000000953674,0.759999990463257,3.67000007629395,0.0,32,16,237,731,2002
7007744171,2016-04-30,3761,2.51999998092651,2.51999998092651,0.0,0.0,0.0,2.51999998092651,0.0,0,0,200,1240,2051
7086361926,2016-04-30,14560,9.40999984741211,9.40999984741211,0.0,3.11999988555908,1.03999996185303,5.23999977111816,0.0,42,17,308,584,2995
8053475328,2016-04-30,7135,5.59000015258789,5.59000015258789,0.0,2.99000000953674,0.0599999986588955,2.53999996185303,0.0,27,1,131,1281,2408
8253242879,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
8378563200,2016-04-30,2946,2.33999991416931,2.33999991416931,0.0,0.0,0.0,2.33999991416931,0.0,0,0,121,780,2660
8583815059,2016-04-30,10085,7.86999988555908,7.86999988555908,0.0,0.150000005960464,1.27999997138977,6.42999982833862,0.0,2,28,317,1093,3164
8792009665,2016-04-30,7174,4.59000015258789,4.59000015258789,0.0,0.330000013113022,0.360000014305115,3.91000008583069,0.0,10,20,301,749,2896
8877689391,2016-04-30,27745,26.7199993133545,26.7199993133545,0.0,21.6599998474121,0.0799999982118607,4.92999982833862,0.0,124,4,223,1089,4398
