Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,2016-04-08,12521,7.94000005722046,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46,22,212,1160,1895
1624580081,2016-04-08,6344,4.11999988555908,4.11999988555908,0.0,0.0,0.0,4.09999990463257,0.0,0,0,143,1297,1409
1644430081,2016-04-08,7842,5.69999980926514,5.69999980926514,0.0,0.479999989271164,2.41000008583069,2.80999994277954,0.0,7,43,161,1229,2928
1844505072,2016-04-08,5316,3.50999999046326,3.50999999046326,0.0,0.0,0.0,3.50999999046326,0.0,0,0,221,1219,1824
1927972279,2016-04-08,519,0.360000014305115,0.360000014305115,0.0,0.0,0.0,0.360000014305115,0.0,0,0,34,1406,2088
2022484408,2016-04-08,13023,9.26000022888184,9.26000022888184,0.0,3.23000001907349,0.560000002384186,5.46999979019165,0.0,40,12,296,1092,2577
2026352035,2016-04-08,3762,2.32999992370605,2.32999992370605,0.0,0.0,0.0,2.32999992370605,0.0,0,0,173,719,1425
2320127002,2016-04-08,3417,2.29999995231628,2.29999995231628,0.0,0.0,0.0,2.29999995231628,0.0,0,0,153,1287,1625
2347167796,2016-04-08,10209,6.75,6.75,0.0,0.159999996423721,0.349999994039536,6.23000001907349,0.0,2,6,316,711,2104
2873212765,2016-04-08,7157,4.80999994277954,4.80999994277954,0.0,0.0,0.0,4.80999994277954,0.0,0,0,380,1060,1944
3372868164,2016-04-08,5551,3.78999996185303,3.78999996185303,0.0,0.0,0.0,3.76999998092651,0.0099999997764825,0,0,282,1158,1815
3977333714,2016-04-08,10226,6.84000015258789,6.84000015258789,0.0,0.0,4.44000005722046,2.40000009536743,0.0,0,101,174,685,1524
4020332650,2016-04-08,10480,7.51000022888184,7.51000022888184,0.0,0.409999996423721,1.47000002861023,5.01000022888184,0.0399999991059303,6,37,272,1125,4034
4057192912,2016-04-08,8426,6.15999984741211,6.15999984741211,0.0,0.129999995231628,5.48999977111816,0.540000021457672,0.0,2,120,25,1293,2360
4319703577,2016-04-08,6544,4.40999984741211,4.40999984741211,0.0,0.28999999165535,0.259999990463257,3.85999989509583,0.0,4,6,276,1132,2069
4445114986,2016-04-08,5543,3.72000002861023,3.72000002861023,0.0,0.0,0.0,3.72000002861023,0.0,0,0,266,941,2303
4558609924,2016-04-08,4195,2.76999998092651,2.76999998092651,0.0,0.0,0.0,2.76999998092651,0.0,0,0,241,1199,1778
4702921684,2016-04-08,8184,6.6399998664856,6.6399998664856,0.0,0.0,0.620000004768372,5.94999980926514,0.0,0,15,247,808,2981
5553957443,2016-04-08,9938,6.48999977111816,6.48999977111816,0.0,2.14000010490417,1.27999997138977,3.07999992370605,0.0,38,24,193,767,2019
5577150313,2016-04-08,4363,3.25999999046326,3.25999999046326,0.0,0.129999995231628,0.0599999986588955,3.07999992370605,0.0,8,2,156,813,2486
6117666160,2016-04-08,8955,6.76000022888184,6.76000022888184,0.0,0.0,0.0,6.73000001907349,0.0,0,0,422,1018,2482
6290855005,2016-04-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6391747486,2016-04-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
6775888955,2016-04-08,4131,2.96000003814697,2.96000003814697,0.0,1.37000000476837,0.610000014305115,0.980000019073486,0.0,27,30,75,1308,2584
6962181067,2016-04-08,14400,10.8800001144409,9.52000045776367,5.45686388015747,2.47000002861023,2.88000011444092,5.53000020980835,0.0,27,37,276,697,2188
7007744171,2016-04-08,12627,9.64999961853027,8.44999980926514,4.84231996536255,4.69999980926514,0.740000009536743,4.21000003814697,0.0,54,22,301,1063,2871
7086361926,2016-04-08,9634,6.51999998092651,6.51999998092651,0.0,2.5,1.39999997615814,2.58999991416931,0.0,50,48,140,797,2752
8053475328,2016-04-08,11693,9.53999996185303,9.53999996185303,0.0,6.76999998092651,0.259999990463257,2.5,0.0,60,6,153,1221,2790
8253242879,2016-04-08,12026,9.14999961853027,9.14999961853027,0.0,5.69999980926514,0.930000007152557,2.50999999046326,0.0,47,13,150,1230,2162
8378563200,2016-04-08,8350,6.61999988555908,6.61999988555908,2.0921471118927,1.49000000953674,0.529999971389771,4.6100001335144,0.0,72,10,167,868,3713
8583815059,2016-04-08,1408,1.10000002384186,1.10000002384186,0.0,0.0,0.0,1.10000002384186,0.0,0,0,79,1052,1814
8792009665,2016-04-08,1467,0.939999997615814,0.939999997615814,0.0,0.100000001490116,0.209999993443489,0.629999995231628,0.0,2,8,71,912,1953
8877689391,2016-04-08,23014,20.3899993896484,20.3899993896484,0.0,11.1000003814697,0.629999995231628,8.61999988555908,0.0,70,29,359,982,4196
