Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,2016-04-10,10057,6.98000001907349,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44,13,168,737,1755
1624580081,2016-04-10,3910,2.53999996185303,2.53999996185303,0.0,0.469999998807907,0.25,1.80999994277954,0.0099999997764825,7,7,186,1240,1555
1644430081,2016-04-10,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.970000028610229,0.0,0,0,35,207,489
1844505072,2016-04-10,6556,4.34000015258789,4.34000015258789,0.0,0.0,0.0,4.32999992370605,0.0,0,0,305,810,1971
1927972279,2016-04-10,2105,1.46000003814697,1.46000003814697,0.0,0.0,0.0,1.46000003814697,0.0,0,0,139,805,2442
2022484408,2016-04-10,10005,7.01999998092651,7.01999998092651,0.0,0.0799999982118607,1.04999995231628,5.90000009536743,0.0,1,23,339,1077,2458
2026352035,2016-04-10,5142,3.19000005722046,3.19000005722046,0.0,0.0,0.0,3.19000005722046,0.0,0,0,230,654,1515
2320127002,2016-04-10,2277,1.52999997138977,1.52999997138977,0.0,0.0,0.0,1.52999997138977,0.0,0,0,103,1337,1530
2347167796,2016-04-10,10078,6.82999992370605,6.82999992370605,0.0,1.01999998092651,0.119999997317791,5.69000005722046,0.0,12,3,303,463,2164
2873212765,2016-04-10,5290,3.54999995231628,3.54999995231628,0.0,0.0399999991059303,0.340000003576279,3.17000007629395,0.0,1,8,251,1180,1724
3372868164,2016-04-10,4662,3.1800000667572,3.1800000667572,0.0,1.03999996185303,0.150000005960464,1.99000000953674,0.0,22,4,152,735,1276
3977333714,2016-04-10,3573,2.39000010490417,2.39000010490417,0.0,0.939999997615814,0.409999996423721,0.970000028610229,0.0,15,8,99,866,1232
4020332650,2016-04-10,5129,3.6800000667572,3.6800000667572,0.0,0.180000007152557,0.239999994635582,3.21000003814697,0.0099999997764825,5,7,176,1178,2817
4057192912,2016-04-10,3434,2.50999999046326,2.50999999046326,0.0,0.0700000002980232,0.300000011920929,2.14000010490417,0.0,1,7,108,1324,2101
4445114986,2016-04-10,6625,4.44999980926514,4.44999980926514,0.0,0.0,0.0,4.44999980926514,0.0,0,0,316,755,2424
4558609924,2016-04-10,6263,4.1399998664856,4.1399998664856,0.0,0.0,0.0,4.13000011444092,0.0,0,0,290,1150,1906
4702921684,2016-04-10,11135,9.02999973297119,9.02999973297119,0.0,0.0799999982118607,1.1599999666214,7.78999996185303,0.0,1,25,331,528,3224
5553957443,2016-04-10,5594,3.65000009536743,3.65000009536743,0.0,0.280000001192093,1.48000001907349,1.88999998569489,0.0,4,25,150,552,1712
5577150313,2016-04-10,9776,7.38000011444092,7.38000011444092,0.0,2.9300000667572,1.42999994754791,3.01999998092651,0.0,80,35,162,721,3378
6117666160,2016-04-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
6290855005,2016-04-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,494,735
6962181067,2016-04-10,10148,6.71000003814697,6.71000003814697,0.0,1.36000001430511,0.219999998807907,5.13000011444092,0.0,19,7,306,679,2100
7007744171,2016-04-10,10146,6.78999996185303,6.78999996185303,0.0,0.0700000002980232,0.610000014305115,6.1100001335144,0.0,1,12,397,1030,2700
7086361926,2016-04-10,569,0.349999994039536,0.349999994039536,0.0,0.0,0.0,0.340000003576279,0.0,0,0,27,1368,1799
8053475328,2016-04-10,10118,7.73000001907349,7.73000001907349,0.0,3.04999995231628,0.800000011920929,3.88000011444092,0.0,30,18,207,1185,2684
8253242879,2016-04-10,2545,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.66999995708466,0.0199999995529652,0,0,126,1314,1657
8378563200,2016-04-10,2631,2.08999991416931,2.08999991416931,0.0,0.0,0.0,2.08999991416931,0.0,0,0,117,727,2624
8792009665,2016-04-10,4605,2.95000004768372,2.95000004768372,0.0,0.0,0.0,2.95000004768372,0.0,0,0,179,1261,2253
8877689391,2016-04-10,28497,27.5300006866455,27.5300006866455,0.0,21.9200000762939,1.12000000476837,4.46000003814697,0.0,128,46,211,1055,4526
